Country,"Track Identifier","Media type","Date Played",Hours,"Play Duration Milliseconds","End Reason Type","Source Type","Play Count","Skip Count","Ignore For Recommendations","Track Reference","Track Description"
France,1553524696,AUDIO,20210813,19,230037,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1553524696,"TOMORROW X TOGETHER - Can't We Just Leave the Monster Alive?"
France,1458938389,AUDIO,20210813,22,227275,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1458938389,"BTS - Jamais vu"
France,1458938382,AUDIO,20210813,19,226321,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1458938382,"BTS - Make It Right"
France,1430131508,AUDIO,20210813,20,225698,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1430131508,"BTS - Trivia 承 : Love"
France,1384387074,AUDIO,20210813,21,225224,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1384387074,"BTS - Love Maze"
France,1458938371,AUDIO,20210813,21,224225,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1458938371,"BTS - Mikrokosmos"
France,1275400772,AUDIO,20210813,21,221620,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1275400772,"BTS - Love Is Not Over (Full Length Edition)"
France,1553524708,AUDIO,20210813,20,217028,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1553524708,"TOMORROW X TOGETHER - 20cm"
France,1483598534,AUDIO,20210813,19,215052,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1483598534,"Popcaan - Money Heist"
France,1495772335,AUDIO,20210813,21,211010,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1495772335,"SUPER JUNIOR - Ticky Tocky"
France,1491888506,AUDIO,20210813,22,210560,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1491888506,"Red Velvet - Psycho"
France,1454729762,AUDIO,20210813,19,210273,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1454729762,"TOMORROW X TOGETHER - Our Summer"
France,1551739808,AUDIO,20210813,21,209973,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1551739808,"SEVENTEEN - Network Love"
France,1339623399,AUDIO,20210813,21,209648,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1339623399,"iKON - LOVE SCENARIO"
France,1495772338,AUDIO,20210813,21,209338,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1495772338,"SUPER JUNIOR - Shadow"
France,1527302073,AUDIO,20210813,22,208907,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1527302073,"Given - Fuyunohanashi"
France,1457254817,AUDIO,20210813,20,202667,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1457254817,"Popcaan - Level Up"
France,1540648180,AUDIO,20210813,20,202313,NATURAL_END_OF_TRACK,IPHONE,1,1,false,1540648180,"BTS - Telepathy"
France,1483027675,AUDIO,20210813,21,201941,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1483027675,"SUPER JUNIOR - I Think I"
France,1497659127,AUDIO,20210813,22,200766,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1497659127,"iKON - All the World"
France,1446231541,AUDIO,20210813,20,200306,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1446231541,"EXO - Love Shot"
France,1495759163,AUDIO,20210813,20,200187,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1495759163,"SUPER JUNIOR - Spotlight"
France,1499290813,AUDIO,20210813,20,198261,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1499290813,"BTS - Black Swan"
France,1483027820,AUDIO,20210813,20,198167,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1483027820,"SUPER JUNIOR - No Drama"
France,1483598536,AUDIO,20210813,19,197888,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1483598536,"Popcaan - Lamp Shade"
France,1535649374,AUDIO,20210813,21,197560,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1535649374,"SEVENTEEN - Do Re Mi"
France,1529573309,AUDIO,20210813,21,197400,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1529573309,"SUPER JUNIOR-D&E - Contact"
France,1553524688,AUDIO,20210813,20,193432,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1553524688,"TOMORROW X TOGETHER - Poppin' Star"
France,1578841981,AUDIO,20210813,21,190798,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1578841981,"ASTRO - After Midnight"
France,1454729364,AUDIO,20210813,21,185526,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1454729364,"TOMORROW X TOGETHER - Blue Orangeade"
France,1477917618,AUDIO,20210813,20,183640,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1477917618,"SuperM - No Manners"
France,1533455313,AUDIO,20210813,19,182945,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1533455313,"TOMORROW X TOGETHER - Way Home"
France,1497659128,AUDIO,20210813,21,182297,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1497659128,"iKON - Holding On"
France,1524457759,AUDIO,20210813,20,172245,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1524457759,"MAX - Blueberry Eyes (feat. SUGA of BTS)"
France,1569754004,AUDIO,20210813,21,159750,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1569754004,"TOMORROW X TOGETHER - Magic"
France,1576354508,AUDIO,20210813,19,150676,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1576354508,"D.O. - Rose"
France,1275387857,AUDIO,20210813,21,143863,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1275387857,"BTS - Outro: Love Is Not Over"
France,1535649377,AUDIO,20210813,21,141105,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1535649377,"SEVENTEEN - HEY BUDDY"
France,1577304779,AUDIO,20210813,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1577304779,"BTS - Permission to Dance"
France,1508288495,AUDIO,20210813,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1508288495,"EXO - Tempo (Live)"
France,1569753934,AUDIO,20210813,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1569753934,"TOMORROW X TOGETHER - Anti-Romantic"
France,1490947625,AUDIO,20210813,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1490947625,"Popcaan - Promise"
France,1558430430,AUDIO,20210813,20,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1558430430,"Weeekly - Yummy!"
France,1529573308,AUDIO,20210813,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1529573308,"SUPER JUNIOR-D&E - B.A.D"
France,1540647751,AUDIO,20210813,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1540647751,"BTS - Life Goes On"
France,1558430434,AUDIO,20210813,19,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1558430434,"Weeekly - Uni"
France,1529573313,AUDIO,20210813,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1529573313,"SUPER JUNIOR-D&E - Off Line"
France,1533455296,AUDIO,20210813,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1533455296,"TOMORROW X TOGETHER - We Lost The Summer"
France,1499290872,AUDIO,20210813,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1499290872,"BTS - Friends"
France,1540647753,AUDIO,20210813,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1540647753,"BTS - Fly to My Room"
France,1533455297,AUDIO,20210813,20,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1533455297,"TOMORROW X TOGETHER - Wishlist"
France,1551739589,AUDIO,20210813,19,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1551739589,"SEVENTEEN - Lie Again"
France,1469569324,AUDIO,20210813,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1469569324,"BTS - Heartbeat"
France,1469320480,AUDIO,20210813,19,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1469320480,"BTS - Lights"
France,1499290824,AUDIO,20210813,20,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1499290824,"BTS - My Time"
France,1553524574,AUDIO,20210813,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1553524574,"TOMORROW X TOGETHER - Roller Coaster"
France,1571363622,AUDIO,20210813,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1571363622,"SEVENTEEN - Ready to love"
France,1430133538,AUDIO,20210813,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1430133538,"BTS - Epiphany"
France,1497659129,AUDIO,20210813,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1497659129,"iKON - Flower"
France,1535649373,AUDIO,20210813,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1535649373,"SEVENTEEN - HOME;RUN"
France,1512991021,AUDIO,20210813,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1512991021,"Whyneed - Mango"
France,1535649389,AUDIO,20210813,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1535649389,"SEVENTEEN - All My Love"
France,1499290877,AUDIO,20210813,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1499290877,"BTS - Respect"
France,1495759158,AUDIO,20210813,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1495759158,"SUPER JUNIOR - Fly to the Moon"
France,1541638171,AUDIO,20210813,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1541638171,"TOMORROW X TOGETHER - Your Light"
France,1533455290,AUDIO,20210813,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1533455290,"TOMORROW X TOGETHER - Ghosting"
France,1560265511,AUDIO,20210813,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1560265511,"BTS - Film out"
France,1571363629,AUDIO,20210814,23,247920,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1571363629,"SEVENTEEN - Same Dream, Same Mind, Same Night"
France,1458938370,AUDIO,20210814,23,229773,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1458938370,"BTS - Boy With Luv (feat. Halsey)"
France,1570253449,AUDIO,20210814,23,222933,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1570253449,"EXO - No matter"
France,1533455293,AUDIO,20210814,23,209105,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1533455293,"TOMORROW X TOGETHER - Blue Hour"
France,1477917598,AUDIO,20210814,22,208213,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1477917598,"SuperM - I Can't Stand The Rain"
France,1558430433,AUDIO,20210814,23,205373,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1558430433,"Weeekly - After School"
France,1557227151,AUDIO,20210814,23,196547,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1557227151,"SUPER JUNIOR - Raining Spell for Love (Remake Version)"
France,1558430435,AUDIO,20210814,23,196533,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1558430435,"Weeekly - Butterfly"
France,1535649382,AUDIO,20210814,23,189587,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1535649382,"SEVENTEEN - Light a Flame"
France,1569280071,AUDIO,20210814,23,189253,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1569280071,"EVERGLOW - SALUTE"
France,1508288865,AUDIO,20210814,23,34790,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1508288865,"EXO - 24/7 (Live)"
France,1440642307,AUDIO,20210814,23,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1440642307,"Evanescence - Lost in Paradise"
France,1454729764,AUDIO,20210814,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1454729764,"TOMORROW X TOGETHER - Cat & Dog"
France,1570253452,AUDIO,20210814,23,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1570253452,"EXO - Just as usual"
France,1551739815,AUDIO,20210814,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1551739815,"SEVENTEEN - Snap Shoot"
France,1275400772,AUDIO,20210814,23,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1275400772,"BTS - Love Is Not Over (Full Length Edition)"
France,1570522804,AUDIO,20210814,23,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1570522804,"BTS - Butter"
France,1500855011,AUDIO,20210814,23,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1500855011,"Luh Kel - Brb"
France,1553522122,AUDIO,20210814,23,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1553522122,"TOMORROW X TOGETHER - Drama"
France,1480846930,AUDIO,20210814,23,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1480846930,"Lauv - Who (feat. BTS)"
France,1538553125,AUDIO,20210814,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1538553125,"SUPER JUNIOR - The Melody"
France,1570253449,AUDIO,20210816,20,444811,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,false,1570253449,"EXO - No matter"
France,1469320480,AUDIO,20210816,20,292773,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1469320480,"BTS - Lights"
France,1508288865,AUDIO,20210816,19,260213,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1508288865,"EXO - 24/7 (Live)"
France,1540648176,AUDIO,20210816,20,254950,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1540648176,"BTS - Blue & Grey"
France,1529573311,AUDIO,20210816,20,244360,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1529573311,"SUPER JUNIOR-D&E - To you, Tomorrow"
France,1571363159,AUDIO,20210816,20,232227,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1571363159,"SEVENTEEN - Heaven's Cloud"
France,1454729760,AUDIO,20210816,19,230709,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1454729760,"TOMORROW X TOGETHER - CROWN"
France,1458938370,AUDIO,20210816,20,229773,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1458938370,"BTS - Boy With Luv (feat. Halsey)"
France,1458938389,AUDIO,20210816,20,227275,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1458938389,"BTS - Jamais vu"
France,1560265511,AUDIO,20210816,20,214621,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1560265511,"BTS - Film out"
France,1551739806,AUDIO,20210816,20,213000,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1551739806,"SEVENTEEN - 247"
France,1540647751,AUDIO,20210816,19,207481,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1540647751,"BTS - Life Goes On"
France,1535649389,AUDIO,20210816,20,201947,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1535649389,"SEVENTEEN - All My Love"
France,1497659127,AUDIO,20210816,20,200766,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1497659127,"iKON - All the World"
France,1551739589,AUDIO,20210816,19,200413,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1551739589,"SEVENTEEN - Lie Again"
France,1535649377,AUDIO,20210816,19,198240,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1535649377,"SEVENTEEN - HEY BUDDY"
France,1529573309,AUDIO,20210816,20,197400,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1529573309,"SUPER JUNIOR-D&E - Contact"
France,1553524688,AUDIO,20210816,20,193432,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1553524688,"TOMORROW X TOGETHER - Poppin' Star"
France,1538553125,AUDIO,20210816,20,191213,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1538553125,"SUPER JUNIOR - The Melody"
France,1535649382,AUDIO,20210816,20,189587,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1535649382,"SEVENTEEN - Light a Flame"
France,1509611963,AUDIO,20210816,20,188013,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1509611963,"Stray Kids - TOP (Japanese Version)"
France,1512991021,AUDIO,20210816,19,159000,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1512991021,"Whyneed - Mango"
France,1576354508,AUDIO,20210816,20,153720,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1576354508,"D.O. - Rose"
France,1275387857,AUDIO,20210816,19,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1275387857,"BTS - Outro: Love Is Not Over"
France,1430131247,AUDIO,20210817,23,545538,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,false,1430131247,"BTS - Serendipity (Full Length Edition)"
France,1571363629,AUDIO,20210817,21,341868,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1571363629,"SEVENTEEN - Same Dream, Same Mind, Same Night"
France,1499290878,AUDIO,20210817,23,261543,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1499290878,"BTS - We are Bulletproof : the Eternal"
France,1447412295,AUDIO,20210817,23,251258,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1447412295,"Kirk Franklin - Love Theory"
France,1557227142,AUDIO,20210817,23,241453,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1557227142,"SUPER JUNIOR - House Party"
France,1529573312,AUDIO,20210817,23,235893,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1529573312,"SUPER JUNIOR-D&E - Change"
France,1430135342,AUDIO,20210817,22,232966,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1430135342,"BTS - Anpanman"
France,1578842461,AUDIO,20210817,22,211613,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1578842461,"Weeekly - Memories of Summer Rain"
France,1491888506,AUDIO,20210817,21,210560,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1491888506,"Red Velvet - Psycho"
France,1553522122,AUDIO,20210817,23,209563,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1553522122,"TOMORROW X TOGETHER - Drama"
France,1529573313,AUDIO,20210817,23,203933,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1529573313,"SUPER JUNIOR-D&E - Off Line"
France,1569754009,AUDIO,20210817,23,202762,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1569754009,"TOMORROW X TOGETHER - Ice Cream"
France,1540648180,AUDIO,20210817,23,202313,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1540648180,"BTS - Telepathy"
France,1569754000,AUDIO,20210817,23,202204,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1569754000,"TOMORROW X TOGETHER - 0X1=LOVESONG (I Know I Love You) [feat. Seori]"
France,1495759163,AUDIO,20210817,22,200187,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1495759163,"SUPER JUNIOR - Spotlight"
France,1558430434,AUDIO,20210817,23,198373,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1558430434,"Weeekly - Uni"
France,1490947625,AUDIO,20210817,23,194046,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1490947625,"Popcaan - Promise"
France,1524457759,AUDIO,20210817,22,188810,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1524457759,"MAX - Blueberry Eyes (feat. SUGA of BTS)"
France,1569754017,AUDIO,20210817,23,186076,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1569754017,"TOMORROW X TOGETHER - No Rules"
France,1454729364,AUDIO,20210817,23,185526,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1454729364,"TOMORROW X TOGETHER - Blue Orangeade"
France,1477917618,AUDIO,20210817,22,183640,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1477917618,"SuperM - No Manners"
France,1558430430,AUDIO,20210817,22,183387,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1558430430,"Weeekly - Yummy!"
France,1551739815,AUDIO,20210817,23,175827,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1551739815,"SEVENTEEN - Snap Shoot"
France,1495759166,AUDIO,20210818,19,243267,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1495759166,"SUPER JUNIOR - BLUE"
France,1517969555,AUDIO,20210818,19,243267,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1517969555,"BTS - Stay Gold"
France,1430130338,AUDIO,20210818,19,228615,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1430130338,"BTS - Euphoria"
France,1458938382,AUDIO,20210818,19,226321,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1458938382,"BTS - Make It Right"
France,1458938371,AUDIO,20210818,19,224225,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1458938371,"BTS - Mikrokosmos"
France,1540647753,AUDIO,20210818,19,222243,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1540647753,"BTS - Fly to My Room"
France,1275400772,AUDIO,20210818,19,221620,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1275400772,"BTS - Love Is Not Over (Full Length Edition)"
France,1569753934,AUDIO,20210818,19,215189,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1569753934,"TOMORROW X TOGETHER - Anti-Romantic"
France,1553524574,AUDIO,20210818,20,214341,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1553524574,"TOMORROW X TOGETHER - Roller Coaster"
France,1533455296,AUDIO,20210818,19,210549,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1533455296,"TOMORROW X TOGETHER - We Lost The Summer"
France,1454729762,AUDIO,20210818,19,210273,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1454729762,"TOMORROW X TOGETHER - Our Summer"
France,1339623399,AUDIO,20210818,19,209648,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1339623399,"iKON - LOVE SCENARIO"
France,1495772338,AUDIO,20210818,19,209338,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1495772338,"SUPER JUNIOR - Shadow"
France,1570253452,AUDIO,20210818,20,207333,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1570253452,"EXO - Just as usual"
France,1558430433,AUDIO,20210818,18,205373,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1558430433,"Weeekly - After School"
France,1499290872,AUDIO,20210818,18,199339,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1499290872,"BTS - Friends"
France,1533455297,AUDIO,20210818,19,191788,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1533455297,"TOMORROW X TOGETHER - Wishlist"
France,1578841981,AUDIO,20210818,18,190798,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1578841981,"ASTRO - After Midnight"
France,1578842459,AUDIO,20210818,20,189307,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1578842459,"Weeekly - Holiday Party"
France,1569280071,AUDIO,20210818,19,189253,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1569280071,"EVERGLOW - SALUTE"
France,1577304779,AUDIO,20210818,19,187585,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1577304779,"BTS - Permission to Dance"
France,1533455313,AUDIO,20210818,18,182945,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1533455313,"TOMORROW X TOGETHER - Way Home"
